Professor,Publication Type,Venue,Title,Authors,Year,Research Field,Research Fields,Research Field Percentages,2D Points
Enkelejda Kasneci,Journal Article,Mach. Vis. Appl.,Pupil detection for head-mounted eye tracking in the wild: an evaluation of the state of the art.,Wolfgang Fuhl;Marc Tonsen;Andreas Bulling;Enkelejda Kasneci,2016,Human-Computer Interaction,['Human-Computer Interaction'],[0.6666666666666666],"[-9.396208763122559, 56.84660339355469]"
Enkelejda Kasneci,Conference or Workshop Paper,HEALTHINF,3D Gaze Estimation using Eye Vergence.,Esteban Damián Gutiérrez Mlot;Hamed Bahmani;Siegfried Wahl;Enkelejda Kasneci,2016,Human-Computer Interaction,"['Human-Computer Interaction', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[-11.723416328430176, 63.06325912475586]"
Enkelejda Kasneci,Conference or Workshop Paper,ECCV Workshops (1),Novel Methods for Analysis and Visualization of Saccade Trajectories.,Thomas C. Kübler;Wolfgang Fuhl;Raphael Rosenberg;Wolfgang Rosenstiel;Enkelejda Kasneci,2016,Visualization,['Visualization'],[1.0],"[-25.54793930053711, 8.725109100341797]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,On the necessity of adaptive eye movement classification in conditionally automated driving scenarios.,Christian Braunagel;David Geisler;Wolfgang Stolzmann;Wolfgang Rosenstiel;Enkelejda Kasneci,2016,Human-Computer Interaction,['Human-Computer Interaction'],[0.5],"[-19.266765594482422, 54.99375534057617]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,ElSe: ellipse selection for robust pupil detection in real-world environments.,Wolfgang Fuhl;Thiago C. Santini;Thomas C. Kübler;Enkelejda Kasneci,2016,Machine Learning,['Machine Learning'],[0.5],"[-10.000914573669434, 51.233123779296875]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,Rendering refraction and reflection of eyeglasses for synthetic eye tracker images.,Thomas C. Kübler;Tobias Rittig;Enkelejda Kasneci;Judith Ungewiss;Christina Krauss,2016,Computer Vision,"['Computer Vision', 'Human-Computer Interaction']","[0.4, 0.4]","[-4.563967704772949, 55.499168395996094]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,"Bayesian identification of fixations, saccades, and smooth pursuits.",Thiago Santini;Wolfgang Fuhl;Thomas C. Kübler;Enkelejda Kasneci,2016,Machine Learning,['Machine Learning'],[1.0],"[-25.04863166809082, 7.063105583190918]"
Enkelejda Kasneci,Conference or Workshop Paper,UbiComp Adjunct,Eyes wide open? eyelid location and eye aperture estimation for pervasive eye tracking in real-world scenarios.,Wolfgang Fuhl;Thiago Santini;David Geisler;Thomas C. Kübler;Wolfgang Rosenstiel;Enkelejda Kasneci,2016,Human-Computer Interaction,['Human-Computer Interaction'],[0.75],"[-11.392755508422852, 58.25405502319336]"
Enkelejda Kasneci,Conference or Workshop Paper,UbiComp Adjunct,Evaluation of state-of-the-art pupil detection algorithms on remote eye images.,Wolfgang Fuhl;David Geisler;Thiago Santini;Wolfgang Rosenstiel;Enkelejda Kasneci,2016,Computer Vision,"['Computer Vision', 'Human-Computer Interaction']","[0.4, 0.4]","[-10.421015739440918, 56.204681396484375]"
Enkelejda Kasneci,Conference or Workshop Paper,UbiComp Adjunct,Brightness- and motion-based blink detection for head-mounted eye trackers.,Tobias Appel;Thiago Santini;Enkelejda Kasneci,2016,Human-Computer Interaction,['Human-Computer Interaction'],[0.6],"[-5.8602519035339355, 58.54803466796875]"
Enkelejda Kasneci,Conference or Workshop Paper,VISIGRAPP (3: VISAPP),EyeRec: An Open-source Data Acquisition Software for Head-mounted Eye-tracking.,Thiago Santini;Wolfgang Fuhl;Thomas C. Kübler;Enkelejda Kasneci,2016,Human-Computer Interaction,['Human-Computer Interaction'],[0.5],"[-7.604048728942871, 61.36929702758789]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,PupilNet: Convolutional Neural Networks for Robust Pupil Detection.,Wolfgang Fuhl;Thiago Santini;Gjergji Kasneci;Enkelejda Kasneci,2016,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.5, 0.3333333333333333]","[17.537635803222656, 12.280823707580566]"
Enkelejda Kasneci,Conference or Workshop Paper,BIOSTEC (Selected Papers),Analysis of Eye Movements with Eyetrace.,Thomas C. Kübler;Katrin Sippel;Wolfgang Fuhl;Guilherme Schievelbein;Johanna Aufreiter;Raphael Rosenberg;Wolfgang Rosenstiel;Enkelejda Kasneci,2015,Human-Computer Interaction,['Human-Computer Interaction'],[1.0],"[-18.25464630126953, 60.35673904418945]"
Enkelejda Kasneci,Conference or Workshop Paper,CAIP (1),ExCuSe: Robust Pupil Detection in Real-World Scenarios.,Wolfgang Fuhl;Thomas C. Kübler;Katrin Sippel;Wolfgang Rosenstiel;Enkelejda Kasneci,2015,Computer Vision,"['Computer Vision', 'Human-Computer Interaction', 'Machine Learning']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[-10.837688446044922, 52.2703742980957]"
Enkelejda Kasneci,Conference or Workshop Paper,ITSC,Driver-Activity Recognition in the Context of Conditionally Autonomous Driving.,Christian Braunagel;Enkelejda Kasneci;Wolfgang Stolzmann;Wolfgang Rosenstiel,2015,Computer Vision,['Computer Vision'],[1.0],"[-23.98651695251465, 29.2405948638916]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,ElSe: Ellipse Selection for Robust Pupil Detection in Real-World Environments.,Wolfgang Fuhl;Thiago C. Santini;Thomas C. Kübler;Enkelejda Kasneci,2015,Machine Learning,['Machine Learning'],[0.5],"[-10.000079154968262, 51.23433303833008]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,"Bayesian Identification of Fixations, Saccades, and Smooth Pursuits.",Thiago Santini;Wolfgang Fuhl;Thomas C. Kübler;Enkelejda Kasneci,2015,Machine Learning,['Machine Learning'],[1.0],"[-25.04863166809082, 7.063105583190918]"
Enkelejda Kasneci,Conference or Workshop Paper,HEALTHINF,Rule-based Classification of Visual Field Defects.,Enkelejda Kasneci;Gjergji Kasneci;Ulrich Schiefer;Wolfgang Rosenstiel,2014,Visualization,"['Visualization', 'Machine Learning']","[0.5, 0.5]","[-16.782691955566406, 62.60002899169922]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,SubsMatch: scanpath similarity in dynamic scenes based on subsequence frequencies.,Thomas C. Kübler;Enkelejda Kasneci;Wolfgang Rosenstiel,2014,Computer Vision,"['Computer Vision', 'Robotics']","[0.5, 0.5]","[-9.169859886169434, 27.75602912902832]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,The applicability of probabilistic methods to the online recognition of fixations and saccades in dynamic scenes.,Enkelejda Kasneci;Gjergji Kasneci;Thomas C. Kübler;Wolfgang Rosenstiel,2014,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[-24.95148468017578, 8.217111587524414]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,Gaze guidance for the visually impaired.,Thomas C. Kübler;Enkelejda Kasneci;Wolfgang Rosenstiel,2014,Human-Computer Interaction,"['Human-Computer Interaction', 'Visualization']","[0.5, 0.5]","[-37.343997955322266, 62.76838302612305]"
Enkelejda Kasneci,Conference or Workshop Paper,EUVIP,Towards automated comparison of eye-tracking recordings in dynamic scenes.,Thomas C. Kübler;Dennis R. Bukenberger;Judith Ungewiss;Alexandra Worner;Colleen Rothe;Ulrich Schiefer;Wolfgang Rosenstiel;Enkelejda Kasneci,2014,Computer Vision,"['Computer Vision', 'Robotics', 'Human-Computer Interaction']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[-5.353307247161865, 25.2727108001709]"
Enkelejda Kasneci,Conference or Workshop Paper,ICANN,Online Classification of Eye Tracking Data for Automated Analysis of Traffic Hazard Perception.,Enkelejda Tafaj;Thomas C. Kübler;Gjergji Kasneci;Wolfgang Rosenstiel;Martin Bogdan,2013,Human-Computer Interaction,"['Human-Computer Interaction', 'Machine Learning']","[0.4, 0.4]","[-14.779064178466797, 58.40800476074219]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,Bayesian online clustering of eye movement data.,Enkelejda Tafaj;Gjergji Kasneci;Wolfgang Rosenstiel;Martin Bogdan,2012,Machine Learning,"['Machine Learning', 'Human-Computer Interaction']","[0.6, 0.4]","[-17.232532501220703, 59.82282638549805]"
Enkelejda Kasneci,Journal Article,J. Comput. Neurosci.,Fast extraction of neuron morphologies from large-scale SBFSEM image stacks.,Stefan Lang;Panos Drouvelis;Enkelejda Tafaj;Peter Bastian;Bert J. Sakmann,2011,Computer Vision,['Computer Vision'],[1.0],"[65.08564758300781, -17.159040451049805]"
Enkelejda Kasneci,Conference or Workshop Paper,CBMS,Vishnoo - An open-source software for vision research.,Enkelejda Tafaj;Thomas C. Kübler;Jörg Peter;Wolfgang Rosenstiel;Martin Bogdan,2011,Computer Vision,['Computer Vision'],[1.0],"[-7.486412048339844, 62.143455505371094]"
Enkelejda Kasneci,Conference or Workshop Paper,DFT,Improving Thermal-Safe Test Scheduling for Core-Based Systems-on-Chip Using Shift Frequency Scaling.,Enkelejda Tafaj;Paul M. Rosinger;Bashir M. Al-Hashimi;Krishnendu Chakrabarty,2005,Design Automation of Microelectronic Systems (EDA),['Design Automation of Microelectronic Systems (EDA)'],[1.0],"[-29.606679916381836, -45.951751708984375]"
Felix A. Wichmann,Informal or Other Publication,CoRR,Are Deep Neural Networks Adequate Behavioural Models of Human Visual Perception?,Felix A. Wichmann;Robert Geirhos,2023,Machine Learning,['Machine Learning'],[0.8],"[9.78837776184082, 11.260897636413574]"
Felix A. Wichmann,Conference or Workshop Paper,ICLR,Trivial or Impossible --- dichotomous data difficulty masks model differences (on ImageNet and beyond).,Kristof Meding;Luca M. Schulze Buschoff;Robert Geirhos;Felix A. Wichmann,2022,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[75.34676361083984, -21.422378540039062]"
Felix A. Wichmann,Informal or Other Publication,CoRR,The developmental trajectory of object recognition robustness: children are like small adults but unlike big deep neural networks.,Lukas S. Huber;Robert Geirhos;Felix A. Wichmann,2022,Machine Learning,['Machine Learning'],[0.5714285714285714],"[11.378722190856934, 14.348214149475098]"
Felix A. Wichmann,Conference or Workshop Paper,NeurIPS,Partial success in closing the gap between human and machine vision.,Robert Geirhos;Kantharaju Narayanappa;Benjamin Mitzkus;Tizian Thieringer;Matthias Bethge;Felix A. Wichmann;Wieland Brendel,2021,Computer Vision,['Computer Vision'],[1.0],"[43.06140899658203, 14.383341789245605]"
Felix A. Wichmann,Informal or Other Publication,CoRR,Trivial or impossible - dichotomous data difficulty masks model differences (on ImageNet and beyond).,Kristof Meding;Luca M. Schulze Buschoff;Robert Geirhos;Felix A. Wichmann,2021,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[75.34677124023438, -21.42226219177246]"
Felix A. Wichmann,Journal Article,Nat. Mach. Intell.,Shortcut learning in deep neural networks.,Robert Geirhos;Jörn-Henrik Jacobsen;Claudio Michaelis;Richard S. Zemel;Wieland Brendel;Matthias Bethge;Felix A. Wichmann,2020,Machine Learning,['Machine Learning'],[1.0],"[10.748692512512207, 7.763030529022217]"
Felix A. Wichmann,Conference or Workshop Paper,NeurIPS,Beyond accuracy: quantifying trial-by-trial behaviour of CNNs and humans by measuring error consistency.,Robert Geirhos;Kristof Meding;Felix A. Wichmann,2020,Computer Vision,['Computer Vision'],[1.0],"[-42.52705764770508, -25.687585830688477]"
Felix A. Wichmann,Informal or Other Publication,CoRR,Shortcut Learning in Deep Neural Networks.,Robert Geirhos;Jörn-Henrik Jacobsen;Claudio Michaelis;Richard S. Zemel;Wieland Brendel;Matthias Bethge;Felix A. Wichmann,2020,Machine Learning,['Machine Learning'],[1.0],"[10.766907691955566, 7.723240852355957]"
Felix A. Wichmann,Informal or Other Publication,CoRR,On the surprising similarities between supervised and self-supervised models.,Robert Geirhos;Kantharaju Narayanappa;Benjamin Mitzkus;Matthias Bethge;Felix A. Wichmann;Wieland Brendel,2020,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[53.8946533203125, 7.6425461769104]"
Felix A. Wichmann,Informal or Other Publication,CoRR,Deep Neural Models for color discrimination and color constancy.,Alban Flachot;Arash Akbarinia;Heiko H. Schütt;Roland W. Fleming;Felix A. Wichmann;Karl R. Gegenfurtner,2020,Machine Learning,['Machine Learning'],[1.0],"[25.227588653564453, 12.93649959564209]"
Felix A. Wichmann,Conference or Workshop Paper,ICLR,ImageNet-trained CNNs are biased towards texture; increasing shape bias improves accuracy and robustness.,Robert Geirhos;Patricia Rubisch;Claudio Michaelis;Matthias Bethge;Felix A. Wichmann;Wieland Brendel,2019,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[-42.4185905456543, -27.02155876159668]"
Felix A. Wichmann,Conference or Workshop Paper,NeurIPS,Perceiving the arrow of time in autoregressive motion.,Kristof Meding;Dominik Janzing;Bernhard Schölkopf;Felix A. Wichmann,2019,Machine Learning,['Machine Learning'],[1.0],"[15.821232795715332, 83.84366607666016]"
Felix A. Wichmann,Conference or Workshop Paper,SMC,Neural Signatures of Motor Skill in the Resting Brain.,Ozan Özdenizci;Timm Meyer;Felix A. Wichmann;Jan Peters;Bernhard Schölkopf;Müjdat Çetin;Moritz Grosse-Wentrup,2019,Machine Learning,['Machine Learning'],[1.0],"[-3.702745199203491, 19.056489944458008]"
Felix A. Wichmann,Informal or Other Publication,CoRR,Comparison-Based Framework for Psychophysics: Lab versus Crowdsourcing.,Siavash Haghiri;Felix A. Wichmann;Ulrike von Luxburg,2019,Web Information Retrieval,['Web Information Retrieval'],[1.0],"[72.46345520019531, -29.531803131103516]"
Felix A. Wichmann,Conference or Workshop Paper,NeurIPS,Generalisation in humans and deep neural networks.,Robert Geirhos;Carlos R. Medina Temme;Jonas Rauber;Heiko H. Schütt;Matthias Bethge;Felix A. Wichmann,2018,Machine Learning,['Machine Learning'],[1.0],"[10.475302696228027, 10.569305419921875]"
Felix A. Wichmann,Informal or Other Publication,CoRR,Comparing deep neural networks against humans: object recognition when the signal gets weaker.,Robert Geirhos;David H. J. Janssen;Heiko H. Schütt;Jonas Rauber;Matthias Bethge;Felix A. Wichmann,2017,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6, 0.4]","[9.819119453430176, 13.633426666259766]"
Felix A. Wichmann,Journal Article,PLoS Comput. Biol.,A New Perceptual Bias Reveals Suboptimal Population Decoding of Sensory Responses.,Tom Putzeys;Matthias Bethge;Felix A. Wichmann;Johan Wagemans;Robbe Goris,2012,Machine Learning,['Machine Learning'],[0.8],"[34.952415466308594, -17.229768753051758]"
Felix A. Wichmann,Conference or Workshop Paper,DAGM-Symposium,How to Find Interesting Locations in Video: A Spatiotemporal Interest Point Detector Learned from Human Eye Movements.,Wolf Kienzle;Bernhard Schölkopf;Felix A. Wichmann;Matthias O. Franz,2007,Computer Vision,"['Computer Vision', 'Human-Computer Interaction']","[0.5, 0.3333333333333333]","[-17.434865951538086, 56.624061584472656]"
Felix A. Wichmann,Conference or Workshop Paper,Human Vision and Electronic Imaging,The independent components of natural images are perceptually dependent.,Matthias Bethge;Thomas V. Wiecki;Felix A. Wichmann,2007,Computer Vision,['Computer Vision'],[1.0],"[-18.12514877319336, -27.834630966186523]"
Felix A. Wichmann,Journal Article,Neural Comput.,Classification of Faces in Man and Machine.,Arnulf B. A. Graf;Felix A. Wichmann;Heinrich H. Bülthoff;Bernhard Schölkopf,2006,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[-0.660888135433197, 21.741485595703125]"
Felix A. Wichmann,Conference or Workshop Paper,CVPR Workshops,Learning an Interest Operator from Human Eye Movements.,Wolf Kienzle;Felix A. Wichmann;Bernhard Schölkopf;Matthias O. Franz,2006,Human-Computer Interaction,"['Human-Computer Interaction', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[-17.690427780151367, 58.21064376831055]"
Felix A. Wichmann,Conference or Workshop Paper,NIPS,A Nonparametric Approach to Bottom-Up Visual Saliency.,Wolf Kienzle;Felix A. Wichmann;Bernhard Schölkopf;Matthias O. Franz,2006,Visualization,"['Visualization', 'Machine Learning']","[0.5, 0.5]","[22.83587074279785, -25.101430892944336]"
Felix A. Wichmann,Conference or Workshop Paper,NIPS,Machine Learning Applied to Perception: Decision Images for Gender Classification.,Felix A. Wichmann;Arnulf B. A. Graf;Eero P. Simoncelli;Heinrich H. Bülthoff;Bernhard Schölkopf,2004,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[0.5397554039955139, 3.74190354347229]"
Felix A. Wichmann,Conference or Workshop Paper,NIPS,Insights from Machine Learning Applied to Human Visual Classification.,Arnulf B. A. Graf;Felix A. Wichmann,2003,Machine Learning,"['Machine Learning', 'Visualization']","[0.6666666666666666, 0.3333333333333333]","[-22.830026626586914, -0.9068511128425598]"
Felix A. Wichmann,Conference or Workshop Paper,Biologically Motivated Computer Vision,Gender Classification of Human Faces.,Arnulf B. A. Graf;Felix A. Wichmann,2002,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[1.639897108078003, 3.875511407852173]"
Georg Martius,Journal Article,Adv. Intell. Syst.,Minsight: A Fingertip-Sized Vision-Based Tactile Sensor for Robotic Manipulation.,Iris Andrussow;Huanbo Sun;Katherine J. Kuchenbecker;Georg Martius,2023,Robotics,"['Robotics', 'Human-Computer Interaction']","[0.4, 0.4]","[-41.003822326660156, 66.42314147949219]"
Georg Martius,Journal Article,IEEE Trans Autom. Sci. Eng.,Predicting the Force Map of an ERT-Based Tactile Sensor Using Simulation and Deep Networks.,Hyosang Lee;Huanbo Sun;Hyunkyu Park;Gokhan Serhat;Bernard Javot;Georg Martius;Katherine J. Kuchenbecker,2023,Machine Learning,['Machine Learning'],[0.5],"[-36.0926399230957, 66.9239273071289]"
Georg Martius,Conference or Workshop Paper,ICLR,Pink Noise Is All You Need: Colored Noise Exploration in Deep Reinforcement Learning.,Onno Eberhard;Jakob Hollenstein;Cristina Pinneri;Georg Martius,2023,Machine Learning,['Machine Learning'],[1.0],"[-22.231521606445312, -42.01247787475586]"
