Professor,Publication Type,Venue,Title,Authors,Year
Martin V. Butz,Paper,CoRR,"Composing Partial Differential Equations with Physics-Aware Neural
Networks",Matthias Karlbauer;Timothy Praditia;Sebastian Otte;Sergey Oladyshkin;Wolfgang Nowak;Martin V. Butz,2021
Martin V. Butz,Journal,"Proceedings of the 42th Annual Meeting of the Cognitive Science Society
- Developing a Mind: Learning in Humans, Animals, and Machines, CogSci
2020, virtual, July 29 - August 1, 2020",Bayesian inference in dialogue,Asya Achimova;Ella I. Eisemann;Martin V. Butz,2020
Martin V. Butz,Journal,"Proceedings of the 42th Annual Meeting of the Cognitive Science Society
- Developing a Mind: Learning in Humans, Animals, and Machines, CogSci
2020, virtual, July 29 - August 1, 2020",Hands in Thought and Motion,Johannes Lohmann;Martin V. Butz,2020
Martin V. Butz,Journal,"28th European Symposium on Artificial Neural Networks, Computational
Intelligence and Machine Learning, {ESANN} 2020, Bruges, Belgium,
October 2-4, 2020","A Distributed Neural Network Architecture for Robust Non-Linear Spatio-Temporal
Prediction",Matthias Karlbauer;Sebastian Otte;Hendrik P. A. Lensch;Thomas Scholten;Volker Wulfmeyer;Martin V. Butz,2020
Martin V. Butz,Journal,"28th European Symposium on Artificial Neural Networks, Computational
Intelligence and Machine Learning, {ESANN} 2020, Bruges, Belgium,
October 2-4, 2020","Sequence Classification using Ensembles of Recurrent Generative Expert
Modules",Marius Hobbhahn;Martin V. Butz;Sarah Fabi;Sebastian Otte,2020
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2020 - 29th
International Conference on Artificial Neural Networks, Bratislava,
Slovakia, September 15-18, 2020, Proceedings, Part {I}","Investigating Efficient Learning and Compositionality in Generative
{LSTM} Networks",Sarah Fabi;Sebastian Otte;Jonas Gregor Wiese;Martin V. Butz,2020
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2020 - 29th
International Conference on Artificial Neural Networks, Bratislava,
Slovakia, September 15-18, 2020, Proceedings, Part {I}",Fostering Event Compression Using Gated Surprise,Dania Humaidan;Sebastian Otte;Martin V. Butz,2020
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2020 - 29th
International Conference on Artificial Neural Networks, Bratislava,
Slovakia, September 15-18, 2020, Proceedings, Part {I}","Inferring, Predicting, and Denoising Causal Wave Dynamics",Matthias Karlbauer;Sebastian Otte;Hendrik P. A. Lensch;Thomas Scholten;Volker Wulfmeyer;Martin V. Butz,2020
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2020 - 29th
International Conference on Artificial Neural Networks, Bratislava,
Slovakia, September 15-18, 2020, Proceedings, Part {II}",Learning Precise Spike Timings with Eligibility Traces,Manuel Traub;Martin V. Butz;R. Harald Baayen;Sebastian Otte,2020
Martin V. Butz,Paper,CoRR,"Investigating Efficient Learning and Compositionality in Generative
{LSTM} Networks",Sarah Fabi;Sebastian Otte;Jonas Gregor Wiese;Martin V. Butz,2020
Martin V. Butz,Paper,CoRR,Fostering Event Compression using Gated Surprise,Dania Humaidan;Sebastian Otte;Martin V. Butz,2020
Martin V. Butz,Paper,CoRR,Learning Precise Spike Timings with Eligibility Traces,Manuel Traub;Martin V. Butz;R. Harald Baayen;Sebastian Otte,2020
Martin V. Butz,Paper,CoRR,"Inferring, Predicting, and Denoising Causal Wave Dynamics",Matthias Karlbauer;Sebastian Otte;Hendrik P. A. Lensch;Thomas Scholten;Volker Wulfmeyer;Martin V. Butz,2020
Martin V. Butz,Paper,CoRR,Hidden Latent State Inference in a Spatio-Temporal Generative Model,Matthias Karlbauer;Tobias Menge;Sebastian Otte;Hendrik P. A. Lensch;Thomas Scholten;Volker Wulfmeyer;Martin V. Butz,2020
Martin V. Butz,Paper,CoRR,Active Tuning,Sebastian Otte;Matthias Karlbauer;Martin V. Butz,2020
Martin V. Butz,Paper,CoRR,"Binding and Perspective Taking as Inference in a Generative Neural
Network Model",Mahdi Sadeghi;Fabian Schrodt;Sebastian Otte;Martin V. Butz,2020
Martin V. Butz,Paper,CoRR,Hierarchical principles of embodied reinforcement learning: {A} review,Manfred Eppe;Christian Gumbsch;Matthias Kerzel;Phuong D. H. Nguyen;Martin V. Butz;Stefan Wermter,2020
Martin V. Butz,Paper,Neural Networks,"Learning, planning, and control in a monolithic neural event inference
architecture",Martin V. Butz;David K. Bilkey;Dania Humaidan;Alistair Knott;Sebastian Otte,2019
Martin V. Butz,Journal,"Proceedings of the 41th Annual Meeting of the Cognitive Science Society,
CogSci 2019: Creativity + Cognition + Computation, Montreal, Canada,
July 24-27, 2019","Unflinching Predictions: Anticipatory Crossmodal Interactions are
Unaffected by the Current Hand Posture",Johannes Lohmann;Martin V. Butz,2019
Martin V. Butz,Journal,"Proceedings of the 41th Annual Meeting of the Cognitive Science Society,
CogSci 2019: Creativity + Cognition + Computation, Montreal, Canada,
July 24-27, 2019",On the purpose of ambiguous utterances,Gregory Scontras;Asya Achimova;Christian Stegemann;Martin V. Butz,2019
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2019: Theoretical
Neural Computation - 28th International Conference on Artificial Neural
Networks, Munich, Germany, September 17-19, 2019, Proceedings, Part
{I}",Gradient-Based Learning of Compositional Dynamics with Modular RNNs,Sebastian Otte;Patricia Rubisch;Martin V. Butz,2019
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2019: Text
and Time Series - 28th International Conference on Artificial Neural
Networks, Munich, Germany, September 17-19, 2019, Proceedings, Part
{IV}",Incorporating Adaptive RNN-Based Action Inference and Sensory Perception,Sebastian Otte;Jakob Stoll;Martin V. Butz,2019
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2019: Theoretical
Neural Computation - 28th International Conference on Artificial Neural
Networks, Munich, Germany, September 17-19, 2019, Proceedings, Part
{I}",Inferring Event-Predictive Goal-Directed Object Manipulations in {REPRISE},Martin V. Butz;Tobias Menge;Dania Humaidan;Sebastian Otte,2019
Martin V. Butz,Journal,"Proceedings of the 14th Workshop in Primary and Secondary Computing
Education, WiPSCE 2019, Glasgow, Scotland, UK, October 23-25, 2019","Cognitive Correlates of Computational Thinking: Evaluation of a Blended
Unplugged/Plugged-In Course",Katerina Tsarava;Luzia Leifheit;Manuel Ninaus;Marcos Rom{\'{a}}n{-}Gonz{\'{a}}lez;Martin V. Butz;Jessika Golle;Ulrich Trautwein;Korbinian Moeller,2019
Martin V. Butz,Paper,CoRR,"Autonomous Identification and Goal-Directed Invocation of Event-Predictive
Behavioral Primitives",Christian Gumbsch;Martin V. Butz;Georg Martius,2019
Martin V. Butz,Paper,CoRR,"A Distributed Neural Network Architecture for Robust Non-Linear Spatio-Temporal
Prediction",Matthias Karlbauer;Sebastian Otte;Hendrik P. A. Lensch;Thomas Scholten;Volker Wulfmeyer;Martin V. Butz,2019
Martin V. Butz,Journal,"7th {IEEE} International Conference on Biomedical Robotics and Biomechatronics,
BioRob 2018, Enschede, The Netherlands, August 26-29, 2018","Learning to Reproduce Visually Similar Movements by Minimizing Event-Based
Prediction Error","Jacques Kaiser;Svenja Melbaum;Juan Camilo Vasquez Tieck;Arne Roennau;Martin V. Butz;R{\""{u}}diger Dillmann",2018
Martin V. Butz,Journal,"Proceedings of the 40th Annual Meeting of the Cognitive Science Society,
CogSci 2018, Madison, WI, USA, July 25-28, 2018",{REPRISE:} {A} Retrospective and Prospective Inference Scheme,Martin V. Butz;David K. Bilkey;Alistair Knott;Sebastian Otte,2018
Martin V. Butz,Journal,"Proceedings of the 40th Annual Meeting of the Cognitive Science Society,
CogSci 2018, Madison, WI, USA, July 25-28, 2018",Symposium on Event Predictive Cognition,Martin V. Butz;Alistair Knott,2018
Martin V. Butz,Journal,"Proceedings of the 40th Annual Meeting of the Cognitive Science Society,
CogSci 2018, Madison, WI, USA, July 25-28, 2018","Are you Sure How to Move? Expected Uncertainty Modulates Anticipatory
Crossmodal Interactions",Johannes Lohmann;Anna Belardinelli;Martin V. Butz,2018
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2018 - 27th
International Conference on Artificial Neural Networks, Rhodes, Greece,
October 4-7, 2018, Proceedings, Part {III}","Integrative Collision Avoidance Within RNN-Driven Many-Joint Robot
Arms",Sebastian Otte;Lea Hofmaier;Martin V. Butz,2018
Martin V. Butz,Journal,"2018 {IEEE} Conference on Virtual Reality and 3D User Interfaces,
{VR} 2018, Tuebingen/Reutlingen, Germany, 18-22 March 2018","Knowledge Spaces in {VR:} Intuitive Interfacing with a Multiperspective
Hypermedia Environment",Peter Gerjets;Martin Lachmair;Martin V. Butz;Johannes Lohmann,2018
Martin V. Butz,Paper,CoRR,"Learning, Planning, and Control in a Monolithic Neural Event Inference
Architecture",Martin V. Butz;David K. Bilkey;Dania Humaidan;Alistair Knott;Sebastian Otte,2018
Martin V. Butz,Paper,Cogn. Process.,"Lost in space: multisensory conflict yields adaptation in spatial
representations across frames of reference",Johannes Lohmann;Martin V. Butz,2017
Martin V. Butz,Paper,Top. Cogn. Sci.,Mario Becomes Cognitive,Fabian Schrodt;Jan Kneissler;Stephan Ehrenfeld;Martin V. Butz,2017
Martin V. Butz,Journal,"Proceedings of the 39th Annual Meeting of the Cognitive Science Society,
CogSci 2017, London, UK, 16-29 July 2017","Projecting space into the future: peripersonal space remaps in anticipation
of an object manipulation",Anna Belardinelli;Johannes Lohmann;Martin V. Butz,2017
Martin V. Butz,Journal,"Proceedings of the 39th Annual Meeting of the Cognitive Science Society,
CogSci 2017, London, UK, 16-29 July 2017",Game-XP: Action Games as Cognitive Science Paradigms,Wayne D. Gray;Ray S. Perez;Martin V. Butz;Stuart Reeves;Matthew Sangster;Tom Stafford;Fernand Gobet,2017
Martin V. Butz,Journal,"Proceedings of the 39th Annual Meeting of the Cognitive Science Society,
CogSci 2017, London, UK, 16-29 July 2017",A Computational Model for the Dynamical Learning of Event Taxonomies,Christian Gumbsch;Sebastian Otte;Martin V. Butz,2017
Martin V. Butz,Journal,"Proceedings of the 39th Annual Meeting of the Cognitive Science Society,
CogSci 2017, London, UK, 16-29 July 2017",Reference Systems in Spatial Memory for Vertical Locations,"Thomas Hinterecker;Caroline Leroy;Maximilian E. Kirschhock;Mintao Zhao;Martin V. Butz;Heinrich H. B{\""{u}}lthoff;Tobias Meilinger",2017
Martin V. Butz,Journal,"Proceedings of the 39th Annual Meeting of the Cognitive Science Society,
CogSci 2017, London, UK, 16-29 July 2017","Grasping Multisensory Integration: Proprioceptive Capture after Virtual
Object Interactions","Johannes Lohmann;Jakob G{\""{u}}tschow;Martin V. Butz",2017
Martin V. Butz,Journal,"Proceedings of the 39th Annual Meeting of the Cognitive Science Society,
CogSci 2017, London, UK, 16-29 July 2017","Anticipatory Active Inference from Learned Recurrent Neural Forward
Models",Sebastian Otte;Theresa Schmitt;Martin V. Butz,2017
Martin V. Butz,Journal,"Proceedings of the 39th Annual Meeting of the Cognitive Science Society,
CogSci 2017, London, UK, 16-29 July 2017","Learning Temporal Generative Neural Codes for Biological Motion Perception
and Inference",Fabian Schrodt;Martin V. Butz,2017
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2017 - 26th
International Conference on Artificial Neural Networks, Alghero, Italy,
September 11-14, 2017, Proceedings, Part {I}","Inferring Adaptive Goal-Directed Behavior Within Recurrent Neural
Networks",Sebastian Otte;Theresa Schmitt;Karl J. Friston;Martin V. Butz,2017
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2017 - 26th
International Conference on Artificial Neural Networks, Alghero, Italy,
September 11-14, 2017, Proceedings, Part {I}","Inherently Constraint-Aware Control of Many-Joint Robot Arms with
Inverse Recurrent Models",Sebastian Otte;Adrian Zwiener;Martin V. Butz,2017
Martin V. Butz,Paper,Adapt. Behav.,Outline of a sensory-motor perspective on intrinsically moral agents,"Christian Balkenius;Lola Ca{\~{n}}amero;Philip P{\""{a}}rnamets;Birger Johansson;Martin V. Butz;Andreas Olsson",2016
Martin V. Butz,Paper,Cyberpsychology Behav. Soc. Netw.,"Behavioral Bias for Food Reflected in Hand Movements: {A} Preliminary
Study with Healthy Subjects",Philipp A. Schroeder;Johannes Lohmann;Martin V. Butz;Christian Plewnia,2016
Martin V. Butz,Paper,Frontiers Robotics {AI},"Just Imagine! Learning to Emulate and Infer Actions with a Stochastic
Generative Architecture",Fabian Schrodt;Martin V. Butz,2016
Martin V. Butz,Paper,Neurocomputing,Optimizing recurrent reservoirs with neuro-evolution,Sebastian Otte;Martin V. Butz;Danil Koryakin;Fabian Becker;Marcus Liwicki;Andreas Zell,2016
Martin V. Butz,Journal,"Proceedings of the 38th Annual Meeting of the Cognitive Science Society,
Recogbizing and Representing Events, CogSci 2016, Philadelphia, PA,
USA, August 10-13, 2016",Human-object interaction understanding without objects,Anna Belardinelli;Johannes Lohmann;Martin V. Butz,2016
Martin V. Butz,Journal,"Proceedings of the 38th Annual Meeting of the Cognitive Science Society,
Recogbizing and Representing Events, CogSci 2016, Philadelphia, PA,
USA, August 10-13, 2016","Is it Living? Insights from Modeling Event-Oriented, Self-Motivated,
Acting, Learning and Conversing Game Agents",Martin V. Butz;Mihael Simonic;Marcel Binz;Jonas Einig;Stephan Ehrenfeld;Fabian Schrodt,2016
Martin V. Butz,Journal,"Proceedings of the 38th Annual Meeting of the Cognitive Science Society,
Recogbizing and Representing Events, CogSci 2016, Philadelphia, PA,
USA, August 10-13, 2016",Learning Behavior-Grounded Event Segmentations,Christian Gumbsch;Jan Kneissler;Martin V. Butz,2016
Martin V. Butz,Journal,"Cognitive Robot Architectures, Proceedings of EUCognition 2016 European
Association for Cognitive Systems, Vienna, Austria, 8-9 December,
2016","An Event-Schematic, Cooperative, Cognitive Architecture Plays Super
Mario","Fabian Schrodt;Yves R{\""{o}}hm;Martin V. Butz",2016
Martin V. Butz,Journal,"2016 {IEEE/RSJ} International Conference on Intelligent Robots and
Systems, {IROS} 2016, Daejeon, South Korea, October 9-14, 2016",Learning where to search using visual attention,Alina Kloss;Daniel Kappler;Hendrik P. A. Lensch;Martin V. Butz;Stefan Schaal;Jeannette Bohg,2016
Martin V. Butz,Paper,Frontiers Comput. Neurosci.,"Simultaneous Learning and Filtering without Delusions: {A} Bayes-Optimal
Derivation of Combining Predictive Inference and Adaptive Filtering",Jan Kneissler;Jan Drugowitsch;Karl J. Friston;Martin V. Butz,2015
Martin V. Butz,Paper,Frontiers Comput. Neurosci.,"Embodied learning of a generative neural model for biological motion
perception and inference",Fabian Schrodt;Georg Layher;Heiko Neumann;Martin V. Butz,2015
Martin V. Butz,Journal,"Proceedings of the 37th Annual Meeting of the Cognitive Science Society,
CogSci 2015, Pasadena, California, USA, July 22-25, 2015",It's all in the eye: multiple orders of motor planning in gaze control,Anna Belardinelli;Martin V. Butz,2015
Martin V. Butz,Journal,"Proceedings of the 37th Annual Meeting of the Cognitive Science Society,
CogSci 2015, Pasadena, California, USA, July 22-25, 2015",An Automatized Heider-Simmel Story Generation Tool,Martin V. Butz;Robert Geirhos;Jan Kneissler,2015
Martin V. Butz,Journal,"23rd European Symposium on Artificial Neural Networks, {ESANN} 2015,
Bruges, Belgium, April 22-24, 2015",Learning Recurrent Dynamics using Differential Evolution,Sebastian Otte;Fabian Becker;Martin V. Butz;Marcus Liwicki;Andreas Zell,2015
Martin V. Butz,Paper,{AI} Mag.,Report on the Thirty-Fifth Annual Cognitive Science Conference,Anna Belardinelli;Martin V. Butz,2014
Martin V. Butz,Paper,Evol. Comput.,"Filtering Sensory Information with {XCSF:} Improving Learning Robustness
and Robot Arm Control Performance",Jan Kneissler;Patrick O. Stalph;Jan Drugowitsch;Martin V. Butz,2014
Martin V. Butz,Journal,"Proceedings of the 36th Annual Meeting of the Cognitive Science Society,
CogSci 2014, Quebec City, Canada, July 23-26, 2014",Modeling Simultanagnosia,Anna Belardinelli;Johannes Kurz;Esther Kutter;Heiko Neumann;Hans{-}Otto Karnath;Martin V. Butz,2014
Martin V. Butz,Journal,"Proceedings of the 36th Annual Meeting of the Cognitive Science Society,
CogSci 2014, Quebec City, Canada, July 23-26, 2014","Modeling Perspective-Taking by Correlating Visual and Proprioceptive
Dynamics",Fabian Schrodt;Georg Layher;Heiko Neumann;Martin V. Butz,2014
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2014 - 24th
International Conference on Artificial Neural Networks, Hamburg, Germany,
September 15-19, 2014. Proceedings",Learning Spatial Transformations Using Structured Gain-Field Networks,Jan Kneissler;Martin V. Butz,2014
Martin V. Butz,Journal,"4th International Conference on Development and Learning and on Epigenetic
Robotics, {ICDL-EPIROB} 2014, Genoa, Italy, October 13-16, 2014",Modeling perspective-taking upon observation of 3D biological motion,Fabian Schrodt;Georg Layher;Heiko Neumann;Martin V. Butz,2014
Martin V. Butz,Paper,Biol. Cybern.,"The modular modality frame model: continuous body state estimation
and plausibility-weighted information fusion",Stephan Ehrenfeld;Martin V. Butz,2013
